record_timestamp,devtmpfs,sda1,cs_root,tmpfs_root,usr,nice,sys,iowait,irq,soft,steal,guest,gnice,idle,mem_total,mem_used,mem_free,mem_shared,mem_buffcached,mem_available,swap_total,swap_used,swap_free
2024-03-02 21:02:00.558+02,0,318732,5286384,5286368,11.12,0.01,15.15,0.59,0,5.48,0,0,0,67.66,3747016,1877644,1764336,664,334876,1869740,1048572,215712,832856
2024-03-02 21:02:05.575+02,0,318732,5286132,5286400,11.11,0.01,15.15,0.59,0,5.47,0,0,0,67.67,3747016,1863352,1774892,664,333828,1883812,1048572,215708,832864
2024-03-02 21:02:10.613+02,0,318732,5286260,5286260,11.11,0.01,15.14,0.59,0,5.47,0,0,0,67.69,3747016,1858780,1780680,664,333912,1890632,1048572,215704,832868
2024-03-02 21:02:15.645+02,0,318732,5286260,5286260,11.1,0.01,15.14,0.59,0,5.47,0,0,0,67.7,3747016,1850592,1792052,664,333800,1897736,1048572,215700,832872
2024-03-02 21:02:20.652+02,0,318732,5286088,5286092,11.09,0.01,15.13,0.59,0,5.46,0,0,0,67.72,3747016,1862268,1783812,664,333948,1890940,1048572,215696,832876
2024-03-02 21:02:25.668+02,0,318732,5286148,5286104,11.08,0.01,15.13,0.59,0,5.46,0,0,0,67.73,3747016,1871992,1767740,664,334020,1874256,1048572,215692,832880
2024-03-02 21:02:30.693+02,0,318732,5286276,5286276,11.08,0.01,15.12,0.59,0,5.46,0,0,0,67.75,3747016,1877608,1764048,664,334100,1870004,1048572,215688,832884
2024-03-02 21:02:35.703+02,0,318732,5286632,5286276,11.08,0.01,15.12,0.59,0,5.45,0,0,0,67.76,3747016,1861704,1778500,664,334524,1883080,1048572,215680,832892
2024-03-02 21:02:40.715+02,0,318732,5286480,5286464,11.07,0.01,15.11,0.58,0,5.45,0,0,0,67.77,3747016,1869948,1769284,664,334852,1880344,1048572,215676,832896
2024-03-02 21:02:45.73+02,0,318732,5286512,5286496,11.06,0.01,15.11,0.58,0,5.45,0,0,0,67.79,3747016,1871652,1768124,664,334476,1875196,1048572,215672,832896
2024-03-02 21:02:50.773+02,0,318732,5286640,5286640,11.06,0.01,15.1,0.58,0,5.45,0,0,0,67.8,3747016,1861772,1778464,664,335032,1887532,1048572,215664,832908
2024-03-02 21:02:55.779+02,0,318732,5288588,5288716,11.05,0.01,15.1,0.58,0,5.44,0,0,0,67.82,3747016,1873604,1766092,664,335208,1876464,1048572,215660,832912
2024-03-02 21:03:00.818+02,0,318732,5288528,5288464,11.04,0.01,15.1,0.58,0,5.44,0,0,0,67.83,3747016,1862996,1775196,664,335352,1884080,1048572,215656,832916
2024-03-02 21:03:06.858+02,0,318732,5288344,5288544,11.04,0.01,15.09,0.58,0,5.44,0,0,0,67.85,3747016,1856472,1782864,664,335128,1892324,1048572,215652,832920
2024-03-02 21:03:11.859+02,0,318732,5288344,5288344,11.03,0.01,15.08,0.58,0,5.43,0,0,0,67.86,3747016,1864356,1774128,664,335188,1883032,1048572,215648,832924
2024-03-02 21:03:16.902+02,0,318732,5288264,5288344,11.02,0.01,15.08,0.58,0,5.43,0,0,0,67.88,3747016,1875968,1763612,664,335100,1872416,1048572,215644,832928
2024-03-02 21:03:21.915+02,0,318732,5288136,5288120,11.01,0.01,15.07,0.58,0,5.43,0,0,0,67.9,3747016,1866744,1772420,664,335200,1880848,1048572,215596,832976
2024-03-02 21:03:26.934+02,0,318732,5288292,5288152,11.01,0.01,15.07,0.58,0,5.42,0,0,0,67.92,3747016,1850204,1790116,664,335084,1894196,1048572,215592,832976
2024-03-02 21:03:31.95+02,0,318732,5288612,5288292,11,0.01,15.06,0.58,0,5.42,0,0,0,67.93,3747016,1867052,1773568,664,335140,1881432,1048572,215588,832984
2024-03-02 21:03:37.01+02,0,318732,5288664,5288612,10.99,0.01,15.06,0.58,0,5.41,0,0,0,67.95,3747016,1862544,1777344,664,335352,1888508,1048572,215584,832984
2024-03-02 21:03:42.023+02,0,318732,5288540,5288500,10.98,0.01,15.05,0.58,0,5.41,0,0,0,67.96,3747016,1867740,1771524,664,335468,1877528,1048572,215584,832988
2024-03-02 21:03:48.414+02,0,318732,5288696,5288556,10.98,0.01,15.05,0.58,0,5.41,0,0,0,67.98,3747016,3708984,102916,664,137556,786408,1048572,215836,832992
2024-03-02 21:07:26.934+02,0,318732,5273628,5273628,11.6,0.01,14.99,0.69,0,5.54,0,0,0,67.16,3747016,1771412,750368,748,1451432,1971596,1048572,120108,928464
2024-03-02 21:07:32.036+02,0,318732,5291484,5282104,11.65,0.01,15,0.69,0,5.54,0,0,0,67.11,3747016,1786564,719084,748,1476596,1960520,1048572,120108,928464
2024-03-02 21:07:37.078+02,0,318732,5289648,5289648,11.68,0.01,15,0.69,0,5.54,0,0,0,67.08,3747016,1759320,720488,748,1487644,1979576,1048572,120108,928464
2024-03-02 21:07:42.122+02,0,318732,5289780,5289780,11.68,0.01,14.99,0.69,0,5.54,0,0,0,67.08,3747016,1766168,731396,748,1487732,1968320,1048572,120108,928464
2024-03-02 21:07:47.16+02,0,318732,5289700,5289700,11.68,0.01,14.99,0.69,0,5.54,0,0,0,67.09,3747016,1774728,730332,748,1480788,1979488,1048572,120108,928464
2024-03-02 21:07:52.217+02,0,318732,5289516,5289516,11.69,0.01,14.99,0.69,0,5.53,0,0,0,67.08,3747016,1778372,733268,748,1474556,1975232,1048572,120108,928464
2024-03-02 21:07:58.238+02,0,318732,5289904,5289900,11.69,0.01,14.99,0.69,0,5.53,0,0,0,67.09,3747016,1765488,725476,748,1474600,1985420,1048572,120108,928464
2024-03-02 21:08:03.354+02,0,318732,5290056,5290056,11.69,0.01,14.98,0.69,0,5.53,0,0,0,67.1,3747016,1778840,723252,748,1474624,1968684,1048572,120108,928464
2024-03-02 21:08:08.323+02,0,318732,5289124,5289124,11.68,0.01,14.98,0.69,0,5.53,0,0,0,67.11,3747016,1770440,735468,748,1477100,1978000,1048572,120108,928464
2024-03-02 21:08:13.328+02,0,318732,5289124,5289124,11.68,0.01,14.98,0.69,0,5.52,0,0,0,67.12,3747016,1773444,717412,748,1475012,1978080,1048572,120108,928464
2024-03-02 21:08:18.503+02,0,318732,5288976,5288976,11.68,0.01,14.97,0.69,0,5.52,0,0,0,67.13,3747016,1757340,721588,748,1478276,1978428,1048572,120108,928464
2024-03-02 21:08:23.415+02,0,318732,5289188,5289188,11.67,0.01,14.97,0.69,0,5.52,0,0,0,67.14,3747016,1770800,732676,748,1474820,1975184,1048572,120108,928464
2024-03-02 21:08:28.449+02,0,318732,5289168,5289168,11.67,0.01,14.97,0.69,0,5.51,0,0,0,67.15,3747016,1783456,722732,748,1474956,1965232,1048572,120108,928464
2024-03-02 21:08:33.476+02,0,318732,5289088,5289168,11.66,0.01,14.96,0.69,0,5.51,0,0,0,67.17,3747016,1778900,711072,748,1474948,1954768,1048572,120108,928464
2024-03-02 21:08:38.477+02,0,318732,5289020,5289020,11.66,0.01,14.96,0.68,0,5.51,0,0,0,67.18,3747016,1765016,715080,748,1475092,1963592,1048572,120108,928464
2024-03-02 21:08:43.523+02,0,318732,5290220,5290220,11.65,0.01,14.96,0.68,0,5.51,0,0,0,67.19,3747016,1781152,723756,748,1474992,1969748,1048572,120108,928464
2024-03-02 21:08:48.548+02,0,318732,5290220,5290220,11.65,0.01,14.95,0.68,0,5.5,0,0,0,67.2,3747016,1798960,713808,748,1475588,1956092,1048572,120108,928464
2024-03-02 21:08:53.59+02,0,318732,5292556,5290596,11.64,0.01,14.95,0.68,0,5.5,0,0,0,67.21,3747016,1779160,724384,748,1475508,1959728,1048572,120108,928464
2024-03-02 21:08:58.589+02,0,318732,5290452,5290452,11.64,0.01,14.94,0.68,0,5.5,0,0,0,67.23,3747016,1778060,708028,748,1475220,1970528,1048572,120108,928464
2024-03-02 21:09:04.639+02,0,318732,5290580,5290580,11.63,0.01,14.94,0.68,0,5.49,0,0,0,67.24,3747016,1773888,715532,748,1475204,1976316,1048572,120108,928464
2024-03-02 21:09:09.647+02,0,318732,5290580,5290580,11.63,0.01,14.93,0.68,0,5.49,0,0,0,67.26,3747016,1779240,720912,748,1475688,1971832,1048572,120108,928464
2024-03-02 21:09:14.678+02,0,318732,5290084,5290240,11.62,0.01,14.93,0.68,0,5.49,0,0,0,67.27,3747016,1784136,725100,748,1475488,1969868,1048572,120108,928464
2024-03-02 21:09:19.709+02,0,318732,5290116,5290116,11.62,0.01,14.93,0.68,0,5.49,0,0,0,67.28,3747016,1793840,722800,748,1478272,1958504,1048572,120108,928464
2024-03-02 21:09:25.005+02,0,318732,5290500,5290500,11.62,0.01,14.92,0.68,0,5.48,0,0,0,67.29,3747016,1776340,708304,748,1478604,1973436,1048572,120108,928464
2024-03-02 21:09:30.035+02,0,318732,5290500,5290500,11.61,0.01,14.92,0.68,0,5.48,0,0,0,67.31,3747016,1787740,702368,748,1476376,1963288,1048572,120108,928464
2024-03-02 21:09:35.048+02,0,318732,5290320,5290500,11.6,0.01,14.92,0.68,0,5.48,0,0,0,67.32,3747016,1781816,702468,748,1478196,1948824,1048572,120108,928464
2024-03-02 21:09:40.079+02,0,318732,5290308,5290352,11.6,0.01,14.91,0.68,0,5.47,0,0,0,67.33,3747016,1775560,720204,748,1477336,1974924,1048572,120108,928464
2024-03-02 21:09:45.108+02,0,318732,5290460,5290460,11.59,0.01,14.91,0.68,0,5.47,0,0,0,67.34,3747016,1787516,715936,748,1479928,1962388,1048572,120108,928464
2024-03-02 21:09:50.121+02,0,318732,5290464,5290464,11.59,0.01,14.9,0.67,0,5.47,0,0,0,67.36,3747016,1782236,712988,748,1481600,1971380,1048572,120108,928464
2024-03-02 21:09:55.196+02,0,318732,5290052,5290648,11.58,0.01,14.9,0.67,0,5.47,0,0,0,67.37,3747016,1775172,711264,748,1483076,1956564,1048572,120108,928464
2024-03-02 21:10:00.229+02,0,318732,5290108,5290108,11.58,0.01,14.9,0.67,0,5.46,0,0,0,67.38,3747016,1782072,710220,748,1479152,1967580,1048572,120108,928464
2024-03-02 21:10:05.295+02,0,318732,5290284,5290284,11.57,0.01,14.89,0.67,0,5.46,0,0,0,67.4,3747016,1789880,708408,748,1483152,1939560,1048572,120108,928464
2024-03-02 21:10:10.322+02,0,318732,5290284,5290284,11.56,0.01,14.89,0.67,0,5.46,0,0,0,67.41,3747016,1790040,697876,748,1481660,1962764,1048572,120108,928464
2024-03-02 21:10:15.352+02,0,318732,5292100,5292100,11.56,0.01,14.88,0.67,0,5.45,0,0,0,67.43,3747016,1801680,699336,748,1479436,1944872,1048572,120108,928464
2024-03-02 21:10:21.382+02,0,318732,5292180,5292180,11.55,0.01,14.88,0.67,0,5.45,0,0,0,67.44,3747016,1794996,710204,748,1483948,1953120,1048572,119852,928720
2024-03-02 21:10:26.406+02,0,318732,5292388,5292388,11.55,0.01,14.88,0.67,0,5.45,0,0,0,67.45,3747016,1795008,693012,748,1480924,1954052,1048572,119852,928720
2024-03-02 21:10:31.43+02,0,318732,5292412,5292412,11.54,0.01,14.87,0.67,0,5.44,0,0,0,67.47,3747016,1793952,697176,748,1479256,1956788,1048572,119852,928720
2024-03-02 21:10:36.444+02,0,318732,5292232,5292232,11.54,0.01,14.87,0.67,0,5.44,0,0,0,67.48,3747016,1778860,709900,748,1478960,1953028,1048572,119852,928720
2024-03-02 21:10:41.45+02,0,318732,5292288,5292288,11.53,0.01,14.86,0.67,0,5.44,0,0,0,67.49,3747016,1791284,703016,748,1479024,1959468,1048572,119852,928720
2024-03-02 21:10:46.486+02,0,318732,5292420,5292420,11.52,0.01,14.86,0.67,0,5.44,0,0,0,67.5,3747016,1785392,699596,748,1482172,1957012,1048572,119596,928976
2024-03-02 21:10:51.51+02,0,318732,5292680,5292680,11.52,0.01,14.86,0.67,0,5.43,0,0,0,67.51,3747016,1790032,709076,748,1481812,1956664,1048572,119596,928976
2024-03-02 21:10:57.523+02,0,318732,5292580,5292580,11.52,0.01,14.86,0.67,0,5.43,0,0,0,67.52,3747016,1799684,695668,748,1482096,1947608,1048572,119596,929232
2024-03-02 21:11:02.556+02,0,318732,5292612,5292612,11.51,0.01,14.85,0.67,0,5.43,0,0,0,67.54,3747016,1787876,689332,748,1479608,1956660,1048572,119340,929232
2024-03-02 21:11:07.653+02,0,318732,5292764,5292764,11.51,0.01,14.85,0.66,0,5.42,0,0,0,67.55,3747016,1802140,696916,748,1479832,1943612,1048572,119340,929232
2024-03-02 21:11:12.707+02,0,318732,5292764,5292764,11.5,0.01,14.85,0.66,0,5.42,0,0,0,67.56,3747016,1793776,697620,748,1481152,1966732,1048572,119340,929232
2024-03-02 21:11:17.733+02,0,318732,5292596,5292596,11.5,0.01,14.84,0.66,0,5.42,0,0,0,67.57,3747016,1795388,704124,748,1481388,1952472,1048572,119340,929232
2024-03-02 21:11:23.084+02,0,318732,5292308,5292308,11.5,0.01,14.84,0.66,0,5.42,0,0,0,67.57,3747016,1793440,692136,748,1490496,1949412,1048572,119340,929232
2024-03-02 21:11:28.106+02,0,318732,5296040,5296040,11.5,0.01,14.84,0.66,0,5.42,0,0,0,67.58,3747016,1810020,669012,748,1491140,1937468,1048572,119340,929232
2024-03-02 21:11:33.152+02,0,318732,5296040,5296040,11.49,0.01,14.84,0.66,0,5.41,0,0,0,67.59,3747016,1814288,673780,748,1489152,1932804,1048572,119340,929232
2024-03-02 21:11:38.157+02,0,318732,5295872,5295872,11.49,0.01,14.83,0.66,0,5.41,0,0,0,67.6,3747016,1805656,667672,748,1488748,1944548,1048572,119340,929232
2024-03-02 21:11:43.2+02,0,318732,5295904,5295904,11.49,0.01,14.83,0.66,0,5.41,0,0,0,67.61,3747016,1800608,677768,748,1488580,1947192,1048572,119340,929232
2024-03-02 21:11:48.21+02,0,318732,5296048,5296048,11.49,0.01,14.82,0.66,0,5.4,0,0,0,67.62,3747016,1814368,679332,748,1486028,1933924,1048572,119340,929232
2024-03-02 21:11:53.422+02,0,318732,5296048,5296048,11.48,0.01,14.82,0.66,0,5.4,0,0,0,67.63,3747016,1802588,676956,748,1482956,1948164,1048572,119340,929232
2024-03-02 21:11:59.452+02,0,318732,5292236,5292236,11.48,0.01,14.82,0.66,0,5.4,0,0,0,67.64,3747016,1800704,678404,748,1482876,1946376,1048572,119340,929232
2024-03-02 21:12:04.476+02,0,318732,5292292,5292260,11.47,0.01,14.82,0.66,0,5.4,0,0,0,67.65,3747016,1790912,685680,748,1482984,1957220,1048572,119340,929232
2024-03-02 21:12:09.501+02,0,318732,5292460,5292436,11.47,0.01,14.81,0.66,0,5.39,0,0,0,67.66,3747016,1808272,694864,748,1482700,1941764,1048572,119340,929232
2024-03-02 21:12:14.532+02,0,318732,5292460,5292460,11.46,0.01,14.81,0.66,0,5.39,0,0,0,67.67,3747016,1805284,690204,748,1482828,1942800,1048572,119340,929232
2024-03-02 21:12:19.542+02,0,318732,5292300,5292300,11.46,0.01,14.81,0.66,0,5.39,0,0,0,67.68,3747016,1790920,677952,748,1482664,1955508,1048572,119340,929232
2024-03-02 21:12:24.569+02,0,318732,5292332,5292332,11.46,0.01,14.8,0.65,0,5.39,0,0,0,67.69,3747016,1795620,694848,748,1483100,1953952,1048572,119340,929232
2024-03-02 21:12:29.591+02,0,318732,5292508,5292508,11.46,0.01,14.8,0.65,0,5.38,0,0,0,67.69,3747016,1796016,690840,748,1482788,1951300,1048572,119340,929232
2024-03-02 21:12:34.618+02,0,318732,5292472,5292472,11.45,0.01,14.8,0.65,0,5.38,0,0,0,67.71,3747016,1794272,689164,748,1483056,1955620,1048572,119340,929232
2024-03-02 21:12:39.645+02,0,318732,5292328,5292328,11.45,0.01,14.79,0.65,0,5.38,0,0,0,67.72,3747016,1793260,690904,748,1483220,1936904,1048572,119340,929232
2024-03-02 21:12:44.654+02,0,318732,5292384,5292384,11.44,0.01,14.79,0.65,0,5.38,0,0,0,67.73,3747016,1807888,689172,748,1483376,1940444,1048572,119340,929232
2024-03-02 21:12:49.688+02,0,318732,5292524,5292524,11.44,0.01,14.79,0.65,0,5.37,0,0,0,67.74,3747016,1814836,681424,748,1485912,1935000,1048572,119340,929232
2024-03-02 21:12:54.819+02,0,318732,5292844,5292844,11.43,0.01,14.79,0.65,0,5.37,0,0,0,67.75,3747016,1810520,673648,748,1485980,1938244,1048572,119340,929232
2024-03-02 21:12:59.78+02,0,318732,5292736,5292736,11.43,0.01,14.78,0.65,0,5.37,0,0,0,67.76,3747016,1795316,676540,748,1486036,1955936,1048572,119340,929232
2024-03-02 21:13:05.799+02,0,318732,5292752,5292752,11.42,0.01,14.78,0.65,0,5.37,0,0,0,67.77,3747016,1811076,684620,748,1486072,1935356,1048572,119340,929232
2024-03-02 21:13:10.184+02,0,318732,5292892,5292868,11.42,0.01,14.77,0.65,0,5.36,0,0,0,67.79,3747016,1812576,681316,748,1483704,1935644,1048572,119340,929232
2024-03-02 21:13:16.206+02,0,318732,5292892,5292892,11.41,0.01,14.77,0.65,0,5.36,0,0,0,67.8,3747016,1816764,673040,748,1483756,1928176,1048572,119340,929232
2024-03-02 21:13:21.239+02,0,318732,5296888,5296880,11.41,0.01,14.77,0.65,0,5.36,0,0,0,67.81,3747016,1805156,690088,748,1489656,1940412,1048572,119340,929232
2024-03-02 21:13:25.654+02,0,318732,5296700,5296592,11.4,0.01,14.77,0.65,0,5.36,0,0,0,67.82,3747016,1842728,630004,748,1497456,1904820,1048572,119340,929232
2024-03-02 21:13:30.7+02,0,318732,5296792,5296792,11.4,0.01,14.76,0.65,0,5.35,0,0,0,67.83,3747016,1869648,628408,748,1496300,1876196,1048572,119340,929232
2024-03-02 21:13:35.897+02,0,318732,5296696,5296696,11.39,0.01,14.76,0.65,0,5.35,0,0,0,67.85,3747016,1855008,636484,748,1496664,1891480,1048572,119340,929232
2024-03-02 21:13:40.908+02,0,318732,5296560,5296560,11.38,0.01,14.75,0.64,0,5.35,0,0,0,67.86,3747016,1832336,648604,748,1488972,1894972,1048572,119340,929232
2024-03-02 21:13:46.929+02,0,318732,5296592,5296592,11.38,0.01,14.75,0.64,0,5.35,0,0,0,67.87,3747016,1849928,646716,748,1487020,1898768,1048572,119340,929232
2024-03-02 21:13:51.942+02,0,318732,5296768,5296744,11.37,0.01,14.74,0.64,0,5.34,0,0,0,67.89,3747016,1845060,637152,748,1487116,1906716,1048572,119340,929232
2024-03-02 21:13:57.023+02,0,318732,5297340,5296768,11.38,0.01,14.74,0.64,0,5.34,0,0,0,67.88,3747016,1861932,631872,748,1498264,1886692,1048572,119340,929232
2024-03-02 21:14:02.044+02,0,318732,5300340,5300332,11.38,0.01,14.74,0.64,0,5.34,0,0,0,67.89,3747016,1857332,623244,748,1495168,1895860,1048572,119340,929232
2024-03-02 21:14:07.064+02,0,318732,5300496,5300364,11.37,0.01,14.74,0.64,0,5.34,0,0,0,67.9,3747016,1833516,624976,748,1499056,1898864,1048572,119340,929232
2024-03-02 21:14:12.075+02,0,318732,5300456,5300456,11.37,0.01,14.73,0.64,0,5.33,0,0,0,67.92,3747016,1854332,644516,748,1490296,1894880,1048572,119340,929232
2024-03-02 21:14:17.091+02,0,318732,5300456,5300456,11.36,0.01,14.73,0.64,0,5.33,0,0,0,67.93,3747016,1860776,638984,748,1490208,1886784,1048572,119340,929232
2024-03-02 21:14:22.108+02,0,318732,5300312,5300304,11.35,0.01,14.72,0.64,0,5.33,0,0,0,67.95,3747016,1841804,636108,748,1488344,1905212,1048572,119340,929232
2024-03-02 21:14:27.13+02,0,318732,5300444,5300444,11.36,0.01,14.72,0.64,0,5.33,0,0,0,67.94,3747016,1866352,635716,748,1487440,1880664,1048572,119340,929232
2024-03-02 21:14:32.141+02,0,318732,5296708,5296708,11.36,0.01,14.71,0.64,0,5.32,0,0,0,67.96,3747016,1862200,621372,748,1489324,1885284,1048572,119340,929232
2024-03-02 21:14:38.152+02,0,318732,5296732,5296732,11.35,0.01,14.71,0.64,0,5.32,0,0,0,67.97,3747016,1859416,622196,748,1491768,1889848,1048572,119340,929232
2024-03-02 21:14:43.178+02,0,318732,5296588,5296556,11.36,0.01,14.71,0.64,0,5.32,0,0,0,67.97,3747016,1857436,637820,748,1489744,1891104,1048572,119340,929232
2024-03-02 21:14:48.202+02,0,318732,5296744,5296588,11.36,0.01,14.71,0.64,0,5.31,0,0,0,67.98,3747016,1866188,625080,748,1489828,1881684,1048572,119340,929232
2024-03-02 21:14:53.229+02,0,318732,5297064,5297064,11.35,0.01,14.7,0.64,0,5.31,0,0,0,67.99,3747016,1858124,619032,748,1489904,1891544,1048572,119340,929232
2024-03-02 21:14:59.443+02,0,318732,5296728,5297064,11.35,0.01,14.7,0.64,0,5.31,0,0,0,68,3747016,1865372,624216,748,1489628,1880940,1048572,119340,929232
2024-03-02 21:15:04.461+02,0,318732,5296648,5296644,11.34,0.01,14.69,0.63,0,5.31,0,0,0,68.01,3747016,1855864,616968,748,1491200,1891152,1048572,119340,929232
2024-03-02 21:15:09.474+02,0,318732,5296680,5296676,11.34,0.01,14.69,0.63,0,5.3,0,0,0,68.03,3747016,1870264,624788,748,1495488,1876752,1048572,119340,929232
2024-03-02 21:15:14.498+02,0,318732,5296832,5296832,11.33,0.01,14.69,0.63,0,5.3,0,0,0,68.04,3747016,1865760,630872,748,1495848,1881256,1048572,119340,929232
2024-03-02 21:15:19.533+02,0,318732,5296832,5296832,11.33,0.01,14.68,0.63,0,5.3,0,0,0,68.05,3747016,1875348,619404,748,1493604,1871668,1048572,119340,929232
2024-03-02 21:15:24.552+02,0,318732,5296680,5296676,11.32,0.01,14.68,0.63,0,5.29,0,0,0,68.07,3747016,1861908,609268,748,1490652,1885108,1048572,119340,929232
2024-03-02 21:15:29.642+02,0,318732,5296692,5296708,11.32,0.01,14.68,0.63,0,5.29,0,0,0,68.07,3747016,1867580,624056,748,1490604,1879436,1048572,119340,929232
2024-03-02 21:15:34.657+02,0,318732,5296856,5296876,11.32,0.01,14.67,0.63,0,5.29,0,0,0,68.09,3747016,1855816,618248,748,1490740,1891200,1048572,119340,929232
2024-03-02 21:15:39.686+02,0,318732,5296856,5296856,11.31,0.01,14.67,0.63,0,5.29,0,0,0,68.1,3747016,1860296,623640,748,1488020,1888480,1048572,119340,929232
2024-03-02 21:15:44.696+02,0,318732,5296700,5296696,11.31,0.01,14.67,0.63,0,5.28,0,0,0,68.11,3747016,1848268,639312,748,1489272,1900408,1048572,119340,929232
2024-03-02 21:15:49.714+02,0,318732,5296732,5296728,11.3,0.01,14.66,0.63,0,5.28,0,0,0,68.12,3747016,1857612,635132,748,1487868,1890360,1048572,119340,929232
2024-03-02 21:15:54.793+02,0,318732,5296860,5296860,11.3,0.01,14.66,0.63,0,5.28,0,0,0,68.13,3747016,1856088,642436,748,1487784,1890928,1048572,119340,929232
2024-03-02 21:15:59.816+02,0,318732,5297568,5296860,11.3,0.01,14.66,0.63,0,5.28,0,0,0,68.14,3747016,1856048,617144,748,1488576,1891680,1048572,119340,929232
2024-03-02 21:16:05.879+02,0,318732,5296772,5296784,11.29,0.01,14.65,0.63,0,5.27,0,0,0,68.15,3747016,1855704,626092,748,1487856,1891488,1048572,118828,929744
2024-03-02 21:16:10.884+02,0,318732,5296796,5296792,11.28,0.01,14.65,0.63,0,5.27,0,0,0,68.17,3747016,1851424,626708,748,1485928,1895668,1048572,118828,929744
2024-03-02 21:16:15.916+02,0,318732,5296904,5296924,11.28,0.01,14.64,0.63,0,5.27,0,0,0,68.18,3747016,1866688,627224,748,1486096,1879848,1048572,118828,929744
2024-03-02 21:16:20.947+02,0,318732,5296928,5296928,11.28,0.01,14.64,0.63,0,5.27,0,0,0,68.18,3747016,1870524,611464,748,1488588,1873292,1048572,118828,929744
2024-03-02 21:16:26.048+02,0,318732,5296772,5296768,11.28,0.01,14.64,0.63,0,5.27,0,0,0,68.19,3747016,1866268,610092,748,1488312,1879352,1048572,118828,929744
2024-03-02 21:16:30.981+02,0,318732,5296828,5296824,11.27,0.01,14.64,0.62,0,5.26,0,0,0,68.2,3747016,1864168,610264,748,1486812,1880968,1048572,118828,929744
2024-03-02 21:16:35.985+02,0,318732,5297232,5297232,11.27,0.01,14.63,0.62,0,5.26,0,0,0,68.21,3747016,1856988,627344,748,1487208,1887664,1048572,118828,929744
2024-03-02 21:16:40.999+02,0,318732,5297232,5297232,11.26,0.01,14.63,0.62,0,5.26,0,0,0,68.22,3747016,1870900,616588,748,1486292,1875400,1048572,118828,929744
2024-03-02 21:16:46.189+02,0,318732,5297080,5297076,11.26,0.01,14.63,0.62,0,5.26,0,0,0,68.23,3747016,1865000,592520,748,1486920,1878072,1048572,118828,929744
2024-03-02 21:16:51.202+02,0,318732,5297116,5297088,11.25,0.01,14.62,0.62,0,5.25,0,0,0,68.25,3747016,1864436,626268,748,1486616,1878172,1048572,118828,929744
2024-03-02 21:16:57.222+02,0,318732,5297524,5297524,11.24,0.01,14.62,0.62,0,5.25,0,0,0,68.26,3747016,1870340,605620,748,1486956,1876792,1048572,118828,929744
2024-03-02 21:17:02.239+02,0,318732,5297524,5297524,11.24,0.01,14.62,0.62,0,5.25,0,0,0,68.27,3747016,1881896,610676,748,1486720,1864036,1048572,118828,929744
2024-03-02 21:17:07.285+02,0,318732,5296776,5296776,11.24,0.01,14.61,0.62,0,5.24,0,0,0,68.28,3747016,1884396,598772,748,1486880,1860048,1048572,118828,929744
2024-03-02 21:17:12.346+02,0,318732,5296956,5296956,11.23,0.01,14.61,0.62,0,5.24,0,0,0,68.29,3747016,1882448,596532,748,1490700,1864908,1048572,118828,929744
2024-03-02 21:17:17.33+02,0,318732,5296956,5296956,11.22,0.01,14.61,0.62,0,5.24,0,0,0,68.3,3747016,1898796,589496,748,1486536,1848120,1048572,118828,929744
2024-03-02 21:17:22.34+02,0,318732,5290176,5290164,11.22,0.01,14.6,0.62,0,5.24,0,0,0,68.32,3747016,1907668,584384,748,1485196,1839428,1048572,118828,929744
2024-03-02 21:17:27.368+02,0,318732,5290168,5290164,11.21,0.01,14.6,0.62,0,5.23,0,0,0,68.33,3747016,1901044,581012,748,1486476,1842400,1048572,118828,929744
2024-03-02 21:17:32.378+02,0,318732,5290360,5290320,11.21,0.01,14.59,0.62,0,5.23,0,0,0,68.34,3747016,1910368,582284,748,1490292,1836388,1048572,118828,929744
2024-03-02 21:17:37.415+02,0,318732,5290616,5290616,11.21,0.01,14.59,0.62,0,5.23,0,0,0,68.35,3747016,1918464,576288,748,1487580,1826408,1048572,118828,929744
2024-03-02 21:17:42.425+02,0,318732,5290596,5290596,11.2,0.01,14.59,0.62,0,5.23,0,0,0,68.36,3747016,1934260,566400,748,1486268,1812988,1048572,118828,929744
2024-03-02 21:17:47.436+02,0,318732,5290448,5290444,11.2,0.01,14.58,0.62,0,5.22,0,0,0,68.38,3747016,1916356,569520,748,1487592,1826896,1048572,118828,929744
2024-03-02 21:17:52.473+02,0,318732,5290624,5290624,11.19,0.01,14.58,0.62,0,5.22,0,0,0,68.39,3747016,1915744,570780,748,1486896,1830888,1048572,118828,929744
2024-03-02 21:17:57.491+02,0,318732,5291072,5290540,11.18,0.01,14.58,0.62,0,5.22,0,0,0,68.4,3747016,1924328,572728,748,1487012,1822656,1048572,118828,929744
2024-03-02 21:18:02.497+02,0,318732,5292004,5291072,11.18,0.01,14.58,0.62,0,5.22,0,0,0,68.41,3747016,1911680,565864,748,1485612,1831844,1048572,118828,929744
2024-03-02 21:18:07.53+02,0,318732,5290984,5290980,11.18,0.01,14.57,0.61,0,5.22,0,0,0,68.42,3747016,1909156,557900,748,1485164,1836156,1048572,118828,929744
2024-03-02 21:18:13.526+02,0,318732,5291136,5291136,11.17,0.01,14.57,0.61,0,5.21,0,0,0,68.43,3747016,1906968,575972,748,1484896,1838280,1048572,118828,929744
