record_timestamp,devtmpfs,sda1,cs_root,tmpfs_root,usr,nice,sys,iowait,irq,soft,steal,guest,gnice,idle,mem_total,mem_used,mem_free,mem_shared,mem_buffcached,mem_available,swap_total,swap_used,swap_free
2024-02-29 17:09:03.812+02,0,318732,5268208,5268208,6.72,0,8.9,0.27,0,2.22,0,0,0,81.91,3747012,2197060,136704,8736,1650508,1542248,1048572,0,1048572
2024-02-29 17:09:08.83+02,0,318732,5269148,5269148,6.71,0,8.89,0.27,0,2.21,0,0,0,81.9,3747012,2217000,119080,8736,1651292,1537584,1048572,0,1048572
2024-02-29 17:09:13.844+02,0,318732,5269004,5269000,6.71,0,8.89,0.27,0,2.22,0,0,0,81.91,3747012,2202904,132464,8736,1651300,1538376,1048572,0,1048572
2024-02-29 17:09:18.864+02,0,318732,5269176,5269048,6.71,0,8.89,0.27,0,2.22,0,0,0,81.91,3747012,2219920,113660,8736,1651360,1533268,1048572,0,1048572
2024-02-29 17:09:23.881+02,0,318732,5269176,5269176,6.71,0,8.89,0.27,0,2.22,0,0,0,81.92,3747012,2227160,107820,8736,1651452,1526308,1048572,0,1048572
2024-02-29 17:09:28.901+02,0,318732,5269200,5269176,6.7,0,8.89,0.27,0,2.22,0,0,0,81.93,3747012,2211888,119640,8736,1652100,1549236,1048572,0,1048572
2024-02-29 17:09:33.927+02,0,318732,5269076,5269072,6.7,0,8.89,0.27,0,2.22,0,0,0,81.94,3747012,2205300,128004,8736,1652204,1530728,1048572,0,1048572
2024-02-29 17:09:38.917+02,0,318732,5268256,5268256,6.69,0,8.88,0.27,0,2.21,0,0,0,81.94,3747012,2195496,118080,8736,1650848,1534132,1048572,0,1048572
2024-02-29 17:09:43.936+02,0,318732,5268576,5268576,6.69,0,8.89,0.27,0,2.21,0,0,0,81.95,3747012,2210756,120968,8736,1651696,1539788,1048572,0,1048572
2024-02-29 17:09:48.953+02,0,318732,5268516,5268516,6.68,0,8.88,0.27,0,2.21,0,0,0,81.95,3747012,2213232,118520,8736,1651612,1535116,1048572,0,1048572
2024-02-29 17:09:53.961+02,0,318732,5268372,5268368,6.68,0,8.89,0.27,0,2.21,0,0,0,81.96,3747012,2215272,116528,8736,1651856,1532436,1048572,0,1048572
2024-02-29 17:09:58.981+02,0,318732,5268524,5268524,6.67,0,8.88,0.27,0,2.21,0,0,0,81.97,3747012,2206808,128972,8736,1651896,1530872,1048572,0,1048572
2024-02-29 17:10:03.996+02,0,318732,5268168,5268168,6.67,0,8.88,0.27,0,2.21,0,0,0,81.97,3747012,2202764,129324,8736,1651956,1529248,1048572,0,1048572
2024-02-29 17:10:10.001+02,0,318732,5268048,5268208,6.66,0,8.88,0.27,0,2.21,0,0,0,81.98,3747012,2206256,128988,8736,1651956,1549172,1048572,0,1048572
2024-02-29 17:10:15.032+02,0,318732,5268104,5268100,6.66,0,8.88,0.27,0,2.21,0,0,0,81.99,3747012,2200148,133164,8736,1652072,1543920,1048572,0,1048572
2024-02-29 17:10:20.034+02,0,318732,5268156,5268156,6.65,0,8.88,0.26,0,2.21,0,0,0,81.99,3747012,2198648,132944,8736,1652120,1551516,1048572,0,1048572
2024-02-29 17:10:25.056+02,0,318732,5268120,5268120,6.65,0,8.88,0.26,0,2.21,0,0,0,81.99,3747012,2199560,131672,8736,1651936,1554892,1048572,0,1048572
2024-02-29 17:10:30.075+02,0,318732,5267964,5268120,6.64,0,8.88,0.26,0,2.21,0,0,0,82.01,3747012,2214992,116720,8736,1652024,1536252,1048572,0,1048572
2024-02-29 17:10:35.077+02,0,318732,5267996,5267992,6.64,0,8.88,0.26,0,2.21,0,0,0,82.01,3747012,2207828,125672,8736,1651604,1545576,1048572,0,1048572
2024-02-29 17:10:40.11+02,0,318732,5268188,5268188,6.63,0,8.88,0.26,0,2.21,0,0,0,82.02,3747012,2213724,117716,8736,1651868,1548680,1048572,0,1048572
2024-02-29 17:10:45.152+02,0,318732,5268168,5268168,6.63,0,8.88,0.26,0,2.21,0,0,0,82.03,3747012,2198172,117892,8736,1651912,1524924,1048572,0,1048572
2024-02-29 17:10:50.141+02,0,318732,5268016,5268168,6.62,0,8.88,0.26,0,2.21,0,0,0,82.04,3747012,2210908,119368,8736,1651788,1538672,1048572,0,1048572
2024-02-29 17:10:55.148+02,0,318732,5268072,5268068,6.62,0,8.88,0.26,0,2.21,0,0,0,82.04,3747012,2209008,124320,8736,1651868,1541752,1048572,0,1048572
2024-02-29 17:11:00.172+02,0,318732,5268220,5268220,6.61,0,8.88,0.26,0,2.21,0,0,0,82.05,3747012,2205020,126312,8736,1652160,1532380,1048572,0,1048572
2024-02-29 17:11:05.18+02,0,318732,5268180,5268180,6.61,0,8.87,0.26,0,2.21,0,0,0,82.06,3747012,2227324,105076,8736,1651916,1528916,1048572,0,1048572
2024-02-29 17:11:10.206+02,0,318732,5268112,5268416,6.6,0,8.87,0.26,0,2.21,0,0,0,82.06,3747012,2209356,122468,8736,1651996,1545804,1048572,0,1048572
2024-02-29 17:11:15.207+02,0,318732,5268140,5268136,6.6,0,8.87,0.26,0,2.21,0,0,0,82.07,3747012,2212540,121152,8736,1652248,1546068,1048572,0,1048572
2024-02-29 17:11:20.246+02,0,318732,5268312,5268312,6.59,0,8.87,0.26,0,2.2,0,0,0,82.08,3747012,2209524,120940,8736,1652452,1539704,1048572,0,1048572
2024-02-29 17:11:25.268+02,0,318732,5268252,5268252,6.59,0,8.87,0.26,0,2.2,0,0,0,82.08,3747012,2224416,109624,8736,1652380,1529276,1048572,0,1048572
2024-02-29 17:11:30.267+02,0,318732,5268104,5268100,6.58,0,8.87,0.26,0,2.2,0,0,0,82.09,3747012,2207908,126072,8736,1652328,1530548,1048572,0,1048572
2024-02-29 17:11:35.313+02,0,318732,5268132,5268132,6.58,0,8.87,0.26,0,2.2,0,0,0,82.1,3747012,2216228,114948,8736,1652444,1544868,1048572,0,1048572
2024-02-29 17:11:40.315+02,0,318732,5268664,5268664,6.57,0,8.87,0.26,0,2.2,0,0,0,82.1,3747012,2199700,133156,8736,1652488,1537968,1048572,0,1048572
2024-02-29 17:11:46.375+02,0,318732,5268304,5268304,6.57,0,8.87,0.26,0,2.2,0,0,0,82.11,3747012,2221572,111436,8736,1652732,1537016,1048572,0,1048572
2024-02-29 17:11:51.371+02,0,318732,5268152,5268148,6.56,0,8.86,0.26,0,2.2,0,0,0,82.12,3747012,2214224,116268,8736,1652796,1536704,1048572,0,1048572
2024-02-29 17:11:56.386+02,0,318732,5268304,5268300,6.56,0,8.86,0.26,0,2.2,0,0,0,82.12,3747012,2216064,113796,8736,1652568,1532312,1048572,0,1048572
2024-02-29 17:12:01.392+02,0,318732,5268472,5268472,6.56,0,8.86,0.26,0,2.2,0,0,0,82.13,3747012,2205688,123992,8736,1652788,1544756,1048572,0,1048572
2024-02-29 17:12:06.402+02,0,318732,5272556,5272508,6.55,0,8.86,0.26,0,2.2,0,0,0,82.14,3747012,2208388,127776,8736,1652820,1552728,1048572,0,1048572
2024-02-29 17:12:11.429+02,0,318732,5274456,5274452,6.54,0,8.87,0.26,0,2.2,0,0,0,82.13,3747012,2206344,122876,8736,1654656,1544568,1048572,0,1048572
2024-02-29 17:12:16.442+02,0,318732,5274488,5274484,6.55,0,8.87,0.26,0,2.2,0,0,0,82.13,3747012,2206008,124736,8736,1654744,1548820,1048572,0,1048572
2024-02-29 17:12:21.45+02,0,318732,5274292,5274292,6.55,0,8.87,0.25,0,2.2,0,0,0,82.14,3747012,2211988,113352,8736,1654936,1534680,1048572,0,1048572
2024-02-29 17:12:26.479+02,0,318732,5274316,5274316,6.54,0,8.87,0.25,0,2.2,0,0,0,82.15,3747012,2212356,121316,8736,1655284,1541828,1048572,0,1048572
2024-02-29 17:12:31.489+02,0,318732,5274164,5274164,6.54,0,8.87,0.25,0,2.2,0,0,0,82.14,3747012,2218148,108644,8736,1655340,1529752,1048572,0,1048572
2024-02-29 17:12:36.497+02,0,318732,5274196,5274196,6.53,0,8.87,0.25,0,2.2,0,0,0,82.15,3747012,2198316,118348,8736,1655092,1528268,1048572,0,1048572
2024-02-29 17:12:41.514+02,0,318732,5272480,5272480,6.53,0,8.86,0.25,0,2.2,0,0,0,82.16,3747012,2203088,109748,8736,1653592,1534436,1048572,0,1048572
2024-02-29 17:12:46.688+02,0,318732,5272440,5272440,6.52,0,8.87,0.25,0,2.2,0,0,0,82.17,3747012,2217144,114016,8736,1653428,1535648,1048572,0,1048572
2024-02-29 17:12:51.692+02,0,318732,5272292,5272292,6.52,0,8.87,0.25,0,2.2,0,0,0,82.17,3747012,2201452,130688,8736,1653420,1553140,1048572,0,1048572
2024-02-29 17:12:56.718+02,0,318732,5272348,5272344,6.51,0,8.86,0.25,0,2.2,0,0,0,82.18,3747012,2225084,107228,8736,1653520,1536164,1048572,0,1048572
2024-02-29 17:13:01.719+02,0,318732,5272492,5272492,6.51,0,8.86,0.25,0,2.2,0,0,0,82.18,3747012,2210316,118916,8736,1653600,1519096,1048572,0,1048572
2024-02-29 17:13:06.73+02,0,318732,5272492,5272492,6.51,0,8.86,0.25,0,2.2,0,0,0,82.19,3747012,2226584,107028,8736,1653536,1528996,1048572,0,1048572
2024-02-29 17:13:11.742+02,0,318732,5272384,5272384,6.5,0,8.86,0.25,0,2.19,0,0,0,82.19,3747012,2218724,109744,8736,1653820,1529320,1048572,0,1048572
2024-02-29 17:13:16.756+02,0,318732,5272400,5272400,6.5,0,8.86,0.25,0,2.19,0,0,0,82.2,3747012,2207664,106084,8736,1654336,1525832,1048572,0,1048572
2024-02-29 17:13:21.779+02,0,318732,5272548,5272548,6.49,0,8.86,0.25,0,2.19,0,0,0,82.21,3747012,2223128,106536,8736,1654744,1530960,1048572,0,1048572
2024-02-29 17:13:26.791+02,0,318732,5272548,5272548,6.49,0,8.86,0.25,0,2.19,0,0,0,82.22,3747012,2185248,249216,8736,1550296,1519980,1048572,0,1048572
2024-02-29 17:13:31.813+02,0,318732,5272404,5272404,6.48,0,8.86,0.25,0,2.19,0,0,0,82.21,3747012,2187952,247136,8736,1550544,1559140,1048572,0,1048572
2024-02-29 17:13:36.824+02,0,318732,5272436,5272436,6.48,0,8.86,0.25,0,2.19,0,0,0,82.22,3747012,2190240,242412,8736,1550700,1557836,1048572,0,1048572
2024-02-29 17:13:41.837+02,0,318732,5272940,5272940,6.48,0,8.86,0.25,0,2.19,0,0,0,82.22,3747012,2190724,243072,8736,1550940,1555372,1048572,0,1048572
2024-02-29 17:13:46.86+02,0,318732,5272900,5272900,6.47,0,8.86,0.25,0,2.19,0,0,0,82.23,3747012,2194404,238920,8736,1550840,1552168,1048572,0,1048572
2024-02-29 17:13:52.872+02,0,318732,5272760,5272756,6.47,0,8.86,0.25,0,2.19,0,0,0,82.24,3747012,2192848,239372,8736,1550996,1551860,1048572,0,1048572
2024-02-29 17:13:57.9+02,0,318732,5272788,5272788,6.46,0,8.86,0.25,0,2.19,0,0,0,82.25,3747012,2193932,238268,8736,1551120,1553032,1048572,0,1048572
2024-02-29 17:14:02.911+02,0,318732,5272932,5272932,6.46,0,8.86,0.25,0,2.19,0,0,0,82.24,3747012,2194636,238456,8736,1550936,1551984,1048572,0,1048572
2024-02-29 17:14:07.92+02,0,318732,5272932,5272932,6.46,0,8.86,0.25,0,2.19,0,0,0,82.25,3747012,2196160,236648,8736,1550896,1550104,1048572,0,1048572
2024-02-29 17:14:12.948+02,0,318732,5272508,5272504,6.45,0,8.86,0.25,0,2.19,0,0,0,82.26,3747012,2199408,231628,8736,1553168,1548740,1048572,0,1048572
2024-02-29 17:14:17.965+02,0,318732,5272500,5272496,6.45,0,8.86,0.25,0,2.19,0,0,0,82.27,3747012,2199700,232412,8736,1554136,1550004,1048572,0,1048572
2024-02-29 17:14:22.979+02,0,318732,5272640,5272640,6.44,0,8.85,0.25,0,2.19,0,0,0,82.27,3747012,2198736,231744,8736,1554688,1546000,1048572,0,1048572
2024-02-29 17:14:28.044+02,0,318732,5272640,5272640,6.44,0,8.85,0.25,0,2.19,0,0,0,82.28,3747012,2201292,232672,8736,1556128,1545376,1048572,0,1048572
2024-02-29 17:14:33.058+02,0,318732,5272480,5272476,6.43,0,8.85,0.24,0,2.19,0,0,0,82.28,3747012,2202900,228412,8736,1555816,1543896,1048572,0,1048572
2024-02-29 17:14:38.122+02,0,318732,5272508,5272508,6.43,0,8.85,0.24,0,2.19,0,0,0,82.29,3747012,2203912,227120,8736,1555128,1545436,1048572,0,1048572
2024-02-29 17:14:43.139+02,0,318732,5272728,5272728,6.43,0,8.85,0.24,0,2.18,0,0,0,82.29,3747012,2206492,225692,8736,1555268,1543592,1048572,0,1048572
2024-02-29 17:14:48.155+02,0,318732,5272712,5272752,6.42,0,8.85,0.24,0,2.18,0,0,0,82.3,3747012,2205004,225300,8736,1555892,1542724,1048572,0,1048572
2024-02-29 17:14:53.159+02,0,318732,5272572,5272568,6.42,0,8.85,0.24,0,2.18,0,0,0,82.3,3747012,2203032,225916,8736,1556164,1540964,1048572,0,1048572
2024-02-29 17:14:58.224+02,0,318732,5272600,5272600,6.41,0,8.85,0.24,0,2.18,0,0,0,82.31,3747012,2205148,226888,8736,1554460,1541692,1048572,0,1048572
2024-02-29 17:15:03.195+02,0,318732,5272740,5272740,6.41,0,8.85,0.24,0,2.18,0,0,0,82.32,3747012,2205692,221520,8736,1554508,1541724,1048572,0,1048572
2024-02-29 17:15:08.378+02,0,318732,5272764,5272764,6.41,0,8.85,0.24,0,2.18,0,0,0,82.32,3747012,2210780,219060,8736,1553664,1534532,1048572,0,1048572
2024-02-29 17:15:13.391+02,0,318732,5274168,5274164,6.4,0,8.85,0.24,0,2.18,0,0,0,82.32,3747012,2213064,213760,8736,1553640,1532180,1048572,0,1048572
2024-02-29 17:15:18.414+02,0,318732,5274224,5274220,6.41,0,8.85,0.24,0,2.18,0,0,0,82.32,3747012,2215764,212552,8736,1553892,1531952,1048572,0,1048572
2024-02-29 17:15:23.427+02,0,318732,5274360,5274360,6.4,0,8.85,0.24,0,2.18,0,0,0,82.33,3747012,2216144,212120,8736,1554448,1531608,1048572,0,1048572
2024-02-29 17:15:28.444+02,0,318732,5274360,5274360,6.4,0,8.85,0.24,0,2.18,0,0,0,82.33,3747012,2216244,213704,8736,1555364,1531504,1048572,0,1048572
2024-02-29 17:15:34.464+02,0,318732,5274200,5274196,6.39,0,8.85,0.24,0,2.18,0,0,0,82.34,3747012,2221284,208852,8736,1562716,1529960,1048572,0,1048572
2024-02-29 17:15:39.528+02,0,318732,5274616,5274228,6.39,0,8.85,0.24,0,2.18,0,0,0,82.34,3747012,2200588,231912,8736,1559608,1549788,1048572,0,1048572
2024-02-29 17:15:44.502+02,0,318732,5273032,5273032,6.39,0,8.85,0.24,0,2.18,0,0,0,82.34,3747012,2204152,227780,8736,1552568,1542060,1048572,0,1048572
2024-02-29 17:15:49.519+02,0,318732,5273032,5273032,6.38,0,8.85,0.24,0,2.18,0,0,0,82.34,3747012,2207524,224168,8736,1552588,1540788,1048572,0,1048572
2024-02-29 17:15:54.533+02,0,318732,5272880,5272876,6.38,0,8.85,0.24,0,2.18,0,0,0,82.35,3747012,2207292,223744,8736,1552512,1539736,1048572,0,1048572
2024-02-29 17:15:59.548+02,0,318732,5272936,5272932,6.38,0,8.85,0.24,0,2.18,0,0,0,82.35,3747012,2207152,223836,8736,1552620,1537224,1048572,0,1048572
2024-02-29 17:16:04.564+02,0,318732,5273064,5273064,6.37,0,8.85,0.24,0,2.18,0,0,0,82.36,3747012,2211620,223188,8736,1553168,1540444,1048572,0,1048572
2024-02-29 17:16:09.566+02,0,318732,5266348,5266348,6.37,0.01,8.86,0.24,0,2.19,0,0,0,82.33,3747012,2228992,190648,8736,1565316,1514548,1048572,0,1048572
2024-02-29 17:16:14.61+02,0,318732,5265880,5265876,6.37,0.01,8.86,0.24,0,2.19,0,0,0,82.33,3747012,2227964,190016,8736,1565604,1519956,1048572,0,1048572
2024-02-29 17:16:19.622+02,0,318732,5265916,5265912,6.37,0.01,8.86,0.24,0,2.19,0,0,0,82.34,3747012,2229868,190536,8736,1565448,1518012,1048572,0,1048572
2024-02-29 17:16:24.629+02,0,318732,5266300,5266300,6.37,0.01,8.86,0.24,0,2.18,0,0,0,82.34,3747012,2228052,188992,8736,1565608,1518544,1048572,0,1048572
2024-02-29 17:16:29.653+02,0,318732,5266300,5266300,6.36,0.01,8.86,0.24,0,2.18,0,0,0,82.35,3747012,2209408,207220,8736,1565784,1519904,1048572,0,1048572
2024-02-29 17:16:34.665+02,0,318732,5266196,5266192,6.36,0.01,8.86,0.24,0,2.18,0,0,0,82.35,3747012,2211072,207028,8736,1565752,1535212,1048572,0,1048572
2024-02-29 17:16:39.7+02,0,318732,5266192,5266188,6.35,0.01,8.86,0.24,0,2.18,0,0,0,82.35,3747012,2211092,204816,8736,1566080,1535940,1048572,0,1048572
2024-02-29 17:16:44.693+02,0,318732,5266852,5266852,6.35,0.01,8.86,0.24,0,2.18,0,0,0,82.35,3747012,2213600,200880,8736,1567032,1533612,1048572,0,1048572
2024-02-29 17:16:49.703+02,0,318732,5266832,5266832,6.35,0.01,8.86,0.24,0,2.18,0,0,0,82.36,3747012,2214184,201560,8736,1566376,1533264,1048572,0,1048572
2024-02-29 17:16:55.722+02,0,318732,5266680,5266676,6.35,0.01,8.86,0.24,0,2.18,0,0,0,82.36,3747012,2214536,200688,8736,1566984,1530264,1048572,0,1048572
2024-02-29 17:17:00.75+02,0,318732,5266712,5266708,6.34,0.01,8.86,0.24,0,2.18,0,0,0,82.37,3747012,2213896,200092,8736,1569900,1530480,1048572,0,1048572
2024-02-29 17:17:05.77+02,0,318732,5266820,5266820,6.34,0.01,8.86,0.24,0,2.18,0,0,0,82.37,3747012,2216748,200548,8736,1568676,1530580,1048572,0,1048572
2024-02-29 17:17:10.872+02,0,318732,5266800,5266800,6.33,0.01,8.86,0.24,0,2.18,0,0,0,82.38,3747012,2215892,200608,8736,1569208,1531928,1048572,0,1048572
2024-02-29 17:17:15.868+02,0,318732,5266704,5266700,6.33,0.01,8.86,0.24,0,2.18,0,0,0,82.37,3747012,2215700,200996,8736,1569016,1531720,1048572,0,1048572
2024-02-29 17:17:20.884+02,0,318732,5266860,5266732,6.33,0.01,8.86,0.24,0,2.18,0,0,0,82.38,3747012,2218124,198276,8736,1569584,1531636,1048572,0,1048572
2024-02-29 17:17:25.9+02,0,318732,5266860,5266860,6.33,0.01,8.86,0.24,0,2.18,0,0,0,82.39,3747012,2220012,198216,8736,1567080,1529924,1048572,0,1048572
2024-02-29 17:17:30.924+02,0,318732,5267932,5267932,6.32,0.01,8.86,0.24,0,2.18,0,0,0,82.39,3747012,2220872,196144,8736,1573176,1526676,1048572,0,1048572
2024-02-29 17:17:35.938+02,0,318732,5267788,5267784,6.32,0.01,8.86,0.24,0,2.18,0,0,0,82.4,3747012,2222704,194280,8736,1569712,1525236,1048572,0,1048572
2024-02-29 17:17:40.961+02,0,318732,5268284,5268284,6.31,0.01,8.86,0.24,0,2.18,0,0,0,82.4,3747012,2225080,192120,8736,1575384,1520352,1048572,0,1048572
2024-02-29 17:17:46.033+02,0,318732,5269948,5269948,6.31,0.01,8.86,0.24,0,2.18,0,0,0,82.39,3747012,2209780,205556,8736,1576132,1517944,1048572,0,1048572
2024-02-29 17:17:51.058+02,0,318732,5269752,5269928,6.32,0.01,8.86,0.24,0,2.18,0,0,0,82.4,3747012,2211440,201916,8736,1575272,1535776,1048572,0,1048572
2024-02-29 17:17:56.069+02,0,318732,5269784,5269784,6.31,0.01,8.86,0.24,0,2.18,0,0,0,82.4,3747012,2214860,202100,8736,1575588,1533464,1048572,0,1048572
2024-02-29 17:18:02.081+02,0,318732,5269936,5269936,6.31,0.01,8.86,0.24,0,2.18,0,0,0,82.41,3747012,2214972,200284,8736,1572044,1533072,1048572,0,1048572
2024-02-29 17:18:07.123+02,0,318732,5269960,5269960,6.3,0.01,8.86,0.24,0,2.18,0,0,0,82.42,3747012,2213356,201704,8736,1571912,1532460,1048572,0,1048572
2024-02-29 17:18:12.129+02,0,318732,5269780,5269960,6.3,0.01,8.86,0.23,0,2.18,0,0,0,82.43,3747012,2214996,200680,8736,1569996,1531904,1048572,0,1048572
2024-02-29 17:18:17.34+02,0,318732,5267760,5267760,6.29,0.01,8.85,0.23,0,2.18,0,0,0,82.42,3747012,2215292,201628,8736,1568712,1531408,1048572,0,1048572
2024-02-29 17:18:22.361+02,0,318732,5267892,5267892,6.3,0.01,8.86,0.23,0,2.18,0,0,0,82.42,3747012,2213744,201688,8736,1567556,1531632,1048572,0,1048572
2024-02-29 17:18:27.364+02,0,318732,5267892,5267892,6.29,0.01,8.86,0.23,0,2.18,0,0,0,82.43,3747012,2213820,200476,8736,1568216,1533848,1048572,0,1048572
2024-02-29 17:18:32.373+02,0,318732,5267720,5267892,6.29,0.01,8.86,0.23,0,2.18,0,0,0,82.44,3747012,2214224,202740,8736,1570152,1531988,1048572,0,1048572
2024-02-29 17:18:37.381+02,0,318732,5267752,5267748,6.28,0.01,8.85,0.23,0,2.18,0,0,0,82.44,3747012,2216820,202580,8736,1569716,1531472,1048572,0,1048572
2024-02-29 17:18:42.408+02,0,318732,5267924,5267924,6.28,0.01,8.85,0.23,0,2.18,0,0,0,82.45,3747012,2215104,199028,8736,1569720,1533964,1048572,0,1048572
2024-02-29 17:18:47.449+02,0,318732,5267948,5267948,6.28,0.01,8.85,0.23,0,2.18,0,0,0,82.45,3747012,2215440,200556,8736,1568408,1531516,1048572,0,1048572
2024-02-29 17:18:52.465+02,0,318732,5267776,5267952,6.28,0.01,8.85,0.23,0,2.18,0,0,0,82.45,3747012,2214520,201044,8736,1567984,1533144,1048572,0,1048572
2024-02-29 17:18:57.468+02,0,318732,5267808,5267800,6.27,0.01,8.85,0.23,0,2.18,0,0,0,82.46,3747012,2215684,203040,8736,1567804,1531016,1048572,0,1048572
2024-02-29 17:19:02.478+02,0,318732,5270032,5270032,6.27,0.01,8.85,0.23,0,2.18,0,0,0,82.46,3747012,2213172,200356,8736,1567724,1533476,1048572,0,1048572
2024-02-29 17:19:07.492+02,0,318732,5270012,5270012,6.26,0.01,8.85,0.23,0,2.18,0,0,0,82.47,3747012,2216008,202076,8736,1568308,1532360,1048572,0,1048572
2024-02-29 17:19:12.495+02,0,318732,5269836,5270008,6.26,0.01,8.84,0.23,0,2.18,0,0,0,82.49,3747012,2216444,200028,8736,1568640,1533088,1048572,0,1048572
2024-02-29 17:19:17.528+02,0,318732,5269908,5269904,6.25,0.01,8.84,0.23,0,2.18,0,0,0,82.49,3747012,2213856,199464,8736,1568600,1532376,1048572,0,1048572
2024-02-29 17:19:22.529+02,0,318732,5270036,5270036,6.25,0.01,8.84,0.23,0,2.18,0,0,0,82.49,3747012,2216884,199252,8736,1570344,1532040,1048572,0,1048572
2024-02-29 17:19:27.536+02,0,318732,5270036,5270036,6.25,0.01,8.84,0.23,0,2.18,0,0,0,82.5,3747012,2217736,199364,8736,1570112,1528952,1048572,0,1048572
2024-02-29 17:19:33.559+02,0,318732,5269868,5270036,6.25,0.01,8.84,0.23,0,2.18,0,0,0,82.51,3747012,2214912,197280,8736,1570160,1529484,1048572,0,1048572
2024-02-29 17:19:38.577+02,0,318732,5269896,5269892,6.24,0.01,8.83,0.23,0,2.17,0,0,0,82.51,3747012,2216020,200536,8736,1570340,1532216,1048572,0,1048572
2024-02-29 17:19:43.587+02,0,318732,5270388,5270388,6.24,0.01,8.83,0.23,0,2.17,0,0,0,82.52,3747012,2216784,197432,8736,1570284,1529084,1048572,0,1048572
2024-02-29 17:19:48.613+02,0,318732,5270420,5270420,6.24,0.01,8.83,0.23,0,2.17,0,0,0,82.52,3747012,2217016,199008,8736,1570460,1530036,1048572,0,1048572
2024-02-29 17:19:53.624+02,0,318732,5270276,5270248,6.23,0.01,8.83,0.23,0,2.17,0,0,0,82.52,3747012,2216388,198936,8736,1570336,1530548,1048572,0,1048572
2024-02-29 17:19:58.638+02,0,318732,5270308,5270304,6.23,0.01,8.83,0.23,0,2.17,0,0,0,82.53,3747012,2196640,198028,8736,1570792,1530408,1048572,0,1048572
2024-02-29 17:20:03.689+02,0,318732,5270452,5270452,6.23,0.01,8.83,0.23,0,2.17,0,0,0,82.53,3747012,2200540,216392,8736,1570408,1549960,1048572,0,1048572
2024-02-29 17:20:08.699+02,0,318732,5270500,5270500,6.23,0.01,8.83,0.23,0,2.17,0,0,0,82.54,3747012,2202064,211092,8736,1568508,1544124,1048572,0,1048572
2024-02-29 17:20:13.724+02,0,318732,5269992,5269988,6.22,0.01,8.83,0.23,0,2.17,0,0,0,82.54,3747012,2202228,211108,8736,1568612,1542860,1048572,0,1048572
2024-02-29 17:20:18.837+02,0,318732,5270064,5270060,6.22,0.01,8.83,0.23,0,2.17,0,0,0,82.53,3747012,2674212,149672,2164,1042268,1453148,1048572,6704,1045476
2024-02-29 17:20:23.863+02,0,318732,5270168,5270168,6.22,0.01,8.9,0.23,0,2.18,0,0,0,82.42,3747012,3457132,205204,2108,324456,625680,1048572,6704,1041868
2024-03-02 19:48:20.844+02,0,318732,5253688,5253684,8.88,0,3.86,0.72,0,2,0,0,0,84.58,3747016,1442712,961780,8728,1604220,2312864,1048572,0,1048572
2024-03-02 19:48:25.987+02,0,318732,5253840,5253840,9.31,0,3.98,0.72,0,2.03,0,0,0,84.01,3747016,1443936,950712,8728,1603732,2303208,1048572,0,1048572
2024-03-02 19:48:31.218+02,0,318732,5270588,5270588,9.5,0,4.07,0.71,0,2.07,0,0,0,83.68,3747016,1453384,925880,8728,1616328,2296624,1048572,0,1048572
2024-03-02 19:48:36.275+02,0,318732,5269812,5269812,9.78,0,4.17,0.71,0,2.09,0,0,0,83.26,3747016,1481668,881668,8728,1616108,2263604,1048572,0,1048572
2024-03-02 19:48:41.31+02,0,318732,5269900,5269900,9.8,0,4.25,0.7,0,2.11,0,0,0,83.16,3747016,1452968,881668,8728,1616244,2277924,1048572,0,1048572
2024-03-02 19:48:46.333+02,0,318732,5269120,5269120,9.86,0,4.32,0.7,0,2.13,0,0,0,83.06,3747016,1464592,907172,8728,1627304,2282632,1048572,0,1048572
2024-03-02 19:48:51.382+02,0,318732,5268608,5268604,9.87,0,4.41,0.69,0,2.14,0,0,0,82.91,3747016,1468844,888020,8728,1626364,2284856,1048572,0,1048572
2024-03-02 19:48:56.435+02,0,318732,5269172,5269168,9.87,0,4.49,0.69,0,2.15,0,0,0,82.83,3747016,1478668,891740,8728,1626436,2273176,1048572,0,1048572
2024-03-02 19:49:02.439+02,0,318732,5269316,5269316,9.86,0,4.55,0.68,0,2.16,0,0,0,82.77,3747016,1468428,894996,8728,1624916,2287844,1048572,0,1048572
2024-03-02 19:49:07.511+02,0,318732,5269316,5269316,9.88,0,4.6,0.67,0,2.17,0,0,0,82.72,3747016,1470756,888456,8728,1624084,2284400,1048572,0,1048572
2024-03-02 19:49:12.502+02,0,318732,5269160,5269156,9.86,0,4.67,0.67,0,2.18,0,0,0,82.63,3747016,1464668,885300,8728,1621980,2286152,1048572,0,1048572
2024-03-02 19:49:17.68+02,0,318732,5269256,5269496,9.86,0,4.74,0.66,0,2.2,0,0,0,82.6,3747016,1462524,894408,8728,1619628,2272736,1048572,0,1048572
2024-03-02 19:49:22.675+02,0,318732,5269368,5269368,9.83,0,4.8,0.66,0,2.21,0,0,0,82.53,3747016,1473716,893696,8728,1620228,2278004,1048572,0,1048572
2024-03-02 19:49:27.703+02,0,318732,5269348,5269348,9.81,0,4.88,0.65,0,2.22,0,0,0,82.47,3747016,1490916,866416,8728,1619604,2265472,1048572,0,1048572
